43.969,28.289,51.276,51.674,0.36558,0.25544,0.13106,0.31648,56.922,55.515,41.533,54.522,0.30345,0.32007,0.33016,0.18123,0.37669,0.26495,0.31548,0.20441,0.33807,0.27254,9.5785,11.513,9.5603,1.2471,1.5869,0.97773,13.747,0.02638,0.060313,0.020302,0.014915,0.0050283,0.072098,0.011485,0.072347,0.0094649,0.23413,0.015423,0.2754,426.87,832.14,537.14
32.104,44.659,40.798,48.736,0.36653,0.34009,0.3831,0.27575,48.698,48.668,55.03,64.765,0.22583,0.38813,0.31293,0.37055,0.35605,0.30955,0.23028,0.28782,0.37796,0.23025,11.984,9.7596,7.4926,1.6075,1.5031,0.79418,16.163,0.026457,0.29013,0.0065698,0.092699,0.0089673,0.057569,0.0080721,0.23908,0.017585,0.046323,0.0089053,0.10317,377.56,881.82,375.08
50.876,29.236,14.175,32.82,0.30787,0.13437,0.18157,0.30318,42.787,32.244,56.116,38.142,0.24168,0.2764,0.28774,0.20732,0.38706,0.25945,0.24489,0.30197,0.32941,0.14589,10.18,9.4024,9.1555,1.3982,0.82848,1.5088,15.007,0.011254,0.10638,0.012709,0.12751,0.0059281,0.23897,0.0056868,0.19151,0.0098811,0.19535,0.0089326,0.24937,577.1,539.35,665.21
38.706,45.548,48.227,44.586,0.21368,0.22182,0.13272,0.20313,40.63,47.347,58.849,63.317,0.30612,0.28371,0.35983,0.18308,0.2734,0.29165,0.28126,0.32432,0.32218,0.16523,9.3404,11.593,9.4263,0.94953,0.99785,0.70461,11.379,0.0066676,0.10898,0.027023,0.13448,0.0029458,0.17165,0.0064274,0.1817,0.01107,0.15803,0.0075173,0.22781,705.08,316.67,327.41
38.678,41.039,53.874,55.968,0.36832,0.34499,0.39399,0.2542,46.165,44.707,53.939,64.931,0.22683,0.37082,0.31612,0.32886,0.35562,0.30773,0.2278,0.26741,0.37795,0.20451,10.956,9.9776,7.5829,1.7468,1.3849,0.61522,16.251,0.02167,0.2936,0.0065087,0.096415,0.0085005,0.050298,0.006974,0.2022,0.017136,0.072346,0.0023931,0.14919,268.14,909.4,303.32
46.294,27.932,48.553,50.201,0.35447,0.29375,0.16559,0.26037,54.933,55.012,43.177,55.321,0.30283,0.29754,0.32641,0.18528,0.37492,0.29806,0.33344,0.19948,0.32445,0.32892,10.162,11.465,9.2817,1.1361,1.5628,0.77249,13.31,0.026908,0.073612,0.018186,0.054435,0.0062758,0.050984,0.015686,0.065178,0.011534,0.22306,0.017224,0.29552,324.66,904.43,560.11
41.658,30.311,45.574,47.942,0.36307,0.23098,0.12767,0.35208,56.589,55.278,41.752,53.975,0.31294,0.31762,0.31805,0.20154,0.36711,0.25557,0.29195,0.20446,0.35283,0.2761,10.032,11.336,8.9905,1.2644,1.726,0.7371,15.54,0.027504,0.082194,0.021747,0.010973,0.0030574,0.077419,0.0089949,0.073203,0.010837,0.21452,0.019286,0.2673,370.11,694.83,507.61
32.208,42.292,35.18,55.012,0.35183,0.34524,0.3898,0.25093,49.999,44.494,57.886,59.602,0.2137,0.36711,0.29824,0.35794,0.35614,0.28063,0.21562,0.30447,0.37642,0.2968,11.945,9.9858,8.1265,1.8794,1.4192,0.72976,15.912,0.025709,0.25804,0.007571,0.061485,0.0088269,0.08266,0.006323,0.20791,0.020584,0.075475,0.0061265,0.121,356.23,899.15,440.73
44.82,32.294,50.118,53.092,0.36324,0.32321,0.15115,0.35356,56.896,58.569,48.981,57.098,0.29488,0.29036,0.35076,0.21315,0.34496,0.24408,0.33044,0.18757,0.29692,0.27346,9.8536,10.795,10.592,1.1313,1.7322,0.43975,14.646,0.029613,0.081709,0.019348,0.02582,0.0045657,0.085063,0.013124,0.08372,0.0087476,0.24558,0.015782,0.2938,423.76,802.78,585.41
38.553,43.071,56.044,53.369,0.36691,0.26929,0.38709,0.25208,50.909,36.899,55.656,60.646,0.24493,0.36269,0.31916,0.27528,0.34819,0.32304,0.2241,0.26888,0.37726,0.21083,11.05,10.43,8.0584,1.4177,1.426,0.43422,16.444,0.023369,0.2863,0.0073317,0.082918,0.0082044,0.040832,0.00643,0.24235,0.012665,0.067751,0.0055622,0.16386,231.47,766.03,264.33
